                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                      Funcion/SubFuncion/ Programa/Proyecto/Ff: 010301010101041, Relaciones públicas Ingresos de gestión de Organismos municipales                                      
                                                                                                                                                                                             Hoja no.: 1
     PART                      DESCRIPCION                    APROBADO      AMPLIACION      REDUCCION     MODIFICADO      COMPROMETIDO      DEVENGADO       PAGADO        EJERCIDO       POR EJERCER    
1200           REMUNERACIONES AL PERSONAL                             0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1210           Honorarios asimilables a salarios.                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1211           Honorarios asimilables al salario.                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1220           Sueldos base al personal eventual.                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1221           Sueldo por Interinato.                                 0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1222           Sueldos y salarios compactados al                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1223           Becas para médicos residentes.                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1230           Retribuciones por servicios de car cter                0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1231           Compensación por servicio social.                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1240           Retribución a los representantes de                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1241           Compensación a representante.                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1300           REMUNERACIONES ADICIONALES                             0.00      54,644.17           0.00      54,644.17       -135,906.64      28,283.69           0.00      81,262.47        -26,618.30
1310           Primas por años de servicio efectivos                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1311           Prima por años de servicio.                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1312           Prima de antiguedad.                                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1313           Prima adicional por permanencia en el                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1320           Primas de vacaciones, dominical y                      0.00           0.00           0.00           0.00        -47,366.19           0.00           0.00      47,366.19        -47,366.19
1321           Prima vacacional.                                      0.00           0.00           0.00           0.00        -47,366.19           0.00           0.00      47,366.19        -47,366.19
1322           Aguinaldo.                                             0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1323           Aguinaldo de eventuales.                               0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1324           Vacaciones no disfrutadas por                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1325           Prima dominical.                                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1330           Horas Extraordinarias.                                 0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1331           Remuneraciones por horas                               0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                      Funcion/SubFuncion/ Programa/Proyecto/Ff: 010301010101041, Relaciones públicas Ingresos de gestión de Organismos municipales                                      
                                                                                                                                                                                             Hoja no.: 2
     PART                      DESCRIPCION                    APROBADO      AMPLIACION      REDUCCION     MODIFICADO      COMPROMETIDO      DEVENGADO       PAGADO        EJERCIDO       POR EJERCER    
1340           Compensaciones.                                        0.00      54,644.17           0.00      54,644.17        -88,540.45      28,283.69           0.00      33,896.28         20,747.89
1341           Compensación.                                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1342           Compensación por servicios                             0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1343           Compensación por riesgo profesional.                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1344           Compensación por retabulación.                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1345           Gratificación.                                         0.00      54,644.17           0.00      54,644.17        -88,540.45      28,283.69           0.00      33,896.28         20,747.89
1346           Gratificación por convenio.                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1347           Gratificación por productividad.                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1348           Labores docentes.                                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1349           Estudios superiores.                                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1350           Sobrehaberes.                                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1351           Sobrehaberes.                                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1360           Asignaciones de técnico, de mando,                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1361           Asignaciones de técnico, de mando,                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1370           Honorarios especiales.                                 0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1371           Honorarios especiales.                                 0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1380           Participaciones por vigilancia en el                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1381           Participaciones por vigilancia en el                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1400           SEGURIDAD SOCIAL.                                      0.00     215,335.86           0.00     215,335.86       -215,335.86           0.00           0.00           0.00        215,335.86
1410           Aportaciones de seguridad social.                      0.00     215,335.86           0.00     215,335.86       -215,335.86           0.00           0.00           0.00        215,335.86
1411           Cuotas al ISSSTE.                                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1412           Cuotas de servicio de salud.                           0.00     103,855.00           0.00     103,855.00       -103,855.00           0.00           0.00           0.00        103,855.00
1413           Cuotas al sistema solidario de reparto.                0.00      77,060.00           0.00      77,060.00        -77,060.00           0.00           0.00           0.00         77,060.00
1414           Cuotas del sistema de capitalización                   0.00      19,213.00           0.00      19,213.00        -19,213.00           0.00           0.00           0.00         19,213.00
1415           Aportaciones para financiar los gastos                 0.00       9,087.00           0.00       9,087.00         -9,087.00           0.00           0.00           0.00          9,087.00
1416           Riesgo de trabajo.                                     0.00       6,120.86           0.00       6,120.86         -6,120.86           0.00           0.00           0.00          6,120.86
1420           Aportaciones a fondos de vivienda.                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1421           FOVISSSTE.                                             0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1430           Aportaciones al sistema para el retiro.                0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1431           SAR (Sistema de Ahorro para el                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1440           Aportaciones para seguros.                             0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1441           Seguros y fianzas.                                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1500           OTRAS PRESTACIONES SOCIALES                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1510           Cuotas para el fondo de ahorro y                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1511           Cuotas para fondo de retiro.                           0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1512           Seguro de separación individualizado.                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1520           Indemnizaciones.                                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1521           Indemnización por accidentes de                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                      Funcion/SubFuncion/ Programa/Proyecto/Ff: 010301010101041, Relaciones públicas Ingresos de gestión de Organismos municipales                                      
                                                                                                                                                                                             Hoja no.: 3
     PART                      DESCRIPCION                    APROBADO      AMPLIACION      REDUCCION     MODIFICADO      COMPROMETIDO      DEVENGADO       PAGADO        EJERCIDO       POR EJERCER    
1522           Liquidaciones por indemnizaciones,                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1530           Prestaciones y haberes de retiro.                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1531           Prima por jubilación.                                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1540           Prestaciones contractuales.                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1541           Becas para hijos de trabajadores                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1542           Días cívicos y económicos.                             0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1543           Gastos relacionados al magisterio.                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1544           Día del maestro y del servidor público.                0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1545           Estudios de postgrado.                                 0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1546           Otros gastos derivados de convenio.                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1547           Asignaciones extraordinarias para                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1550           Apoyos a la capacitación de los                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1551           Becas institucionales.                                 0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1590           Otras prestaciones sociales y                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1591           Elaboración de tesis.                                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1592           Seguro de vida.                                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1593           Vi ticos.                                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1594           Diferencial por escuelas.                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1595           Despensa.                                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1600           PREVISIONES.                                           0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1610           Previsiones de car cter laboral,                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1611           Previsiones de car cter laboral,                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1700           PAGO DE ESTÍMULOS A                                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1710           Estímulos.                                             0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1711           Reconocimiento a servidores públicos.                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1712           Estímulos por puntualidad y                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1720           Recompensas.                                           0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
1721           Recompensas.                                           0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2000           MATERIALES Y SUMINISTROS                               0.00       7,909.25           0.00       7,909.25        -19,296.56         104.00           0.00      11,387.31         -3,478.06
2100           MATERIALES DE                                          0.00       3,199.20           0.00       3,199.20         -5,510.39           0.00           0.00       2,311.19            888.01
2110           Materiales, útiles y equipos menores                   0.00         270.00           0.00         270.00           -270.00           0.00           0.00           0.00            270.00
2111           Materiales y útiles de oficina.                        0.00         270.00           0.00         270.00           -270.00           0.00           0.00           0.00            270.00
2112           Enseres de oficina.                                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2120           Materiales y útiles de impresión y                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2121           Material y útiles de imprenta y                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2122           Material de foto, cine y grabación.                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2130           Material estadístico y geogr fico.                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2131           Material estadístico y geogr fico.                     0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                      Funcion/SubFuncion/ Programa/Proyecto/Ff: 010301010101041, Relaciones públicas Ingresos de gestión de Organismos municipales                                      
                                                                                                                                                                                             Hoja no.: 4
     PART                      DESCRIPCION                    APROBADO      AMPLIACION      REDUCCION     MODIFICADO      COMPROMETIDO      DEVENGADO       PAGADO        EJERCIDO       POR EJERCER    
2140           Materiales útiles y equipos menores                    0.00       2,929.20           0.00       2,929.20         -5,240.39           0.00           0.00       2,311.19            618.01
2141           Materiales y útiles para el                            0.00       2,929.20           0.00       2,929.20         -5,240.39           0.00           0.00       2,311.19            618.01
2150           Material impreso e información digital.                0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2151           Material de información.                               0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2160           Material de limpieza.                                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2161           Material y enseres de limpieza.                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2170           Materiales y útiles de enseñanza.                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2171           Material did ctico.                                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2180           Materiales para el registro e                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2181           Material para identificación y registro.               0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2200           ALIMENTOS Y UTENSILIOS.                                0.00         104.00           0.00         104.00           -104.00         104.00           0.00           0.00            104.00
2210           Productos alimenticios para personas.                  0.00         104.00           0.00         104.00           -104.00         104.00           0.00           0.00            104.00
2211           Productos alimenticios para personas.                  0.00         104.00           0.00         104.00           -104.00         104.00           0.00           0.00            104.00
2220           Productos alimenticios para animales.                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2221           Equipamiento y enseres para                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2222           Productos alimenticios para animales.                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2230           Utensilios para el servicio de                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2231           Utensilios para el servicio de                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2300           MATERIAS PRIMAS Y MATERIALES                           0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2310           Productos alimenticios, agropecuarios                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2311           Materias primas y materiales de                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2320           Insumos textiles adquiridos como                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2321           Materias primas textiles.                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2330           Productos de papel, cartón e impresos                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2331           Productos de papel, cartón e impresos                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2340           Combustibles, lubricantes, aditivos,                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2341           Combustibles, lubricantes, aditivos,                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2350           Productos químicos, farmacéuticos y                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2351           Productos químicos, farmacéuticos y                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2360           Productos met licos y a base de                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2361           Productos met licos y a base de                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2370           Productos de cuero, piel, pl stico y                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2371           Productos de cuero, piel, pl stico y                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2380           Mercancías adquiridas para su                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2381           Mercancías para su comercialización                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2390           Otros productos adquiridos como                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2391           Otros productos adquiridos como                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2400           MATERIALES Y ARTICULOS DE                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                      Funcion/SubFuncion/ Programa/Proyecto/Ff: 010301010101041, Relaciones públicas Ingresos de gestión de Organismos municipales                                      
                                                                                                                                                                                             Hoja no.: 5
     PART                      DESCRIPCION                    APROBADO      AMPLIACION      REDUCCION     MODIFICADO      COMPROMETIDO      DEVENGADO       PAGADO        EJERCIDO       POR EJERCER    
2410           Productos minerales no met licos.                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2411           Productos minerales no met licos.                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2420           Cemento y productos de concreto.                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2421           Cemento y productos de concreto.                       0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2430           Cal, yeso y productos de yeso.                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2431           Cal, yeso y productos de yeso.                         0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2440           Madera y productos de madera.                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2441           Madera y productos de madera.                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2450           Vidrio y productos de vidrio.                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2451           Vidrio y productos de vidrio.                          0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2460           Material eléctrico y electrónico.                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2461           Material eléctrico y electrónico.                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2470           Artículos met licos para la                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2471           Artículos met licos para la                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2480           Materiales complementarios.                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2481           Materiales complementarios.                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2482           Material de señalización.                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2483           Árboles y plantas de ornato.                           0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2490           Otros materiales y artículos de                        0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2491           Materiales de construcción.                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2492           Estructuras y manufacturas para todo                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2500           PRODUCTOS QUIMICOS,                                    0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2510           Productos químicos b sicos.                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2511           Sustancias químicas.                                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2520           Fertilizantes, pesticidas y otros                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2521           Plaguicidas, abonos y fertilizantes.                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2530           Medicinas y productos farmacéuticos.                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2531           Medicinas y productos farmacéuticos.                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2540           Materiales, accesorios y suministros                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2541           Materiales, accesorios y suministros                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2550           Materiales, accesorios y suministros                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2551           Materiales, accesorios y suministros                   0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2560           Fibras sintéticas, hules, pl sticos y                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2561           Fibras sintéticas, hules, pl sticos y                  0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2590           Otros productos químicos.                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2591           Otros productos químicos.                              0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2600           COMBUSTIBLES, LUBRICANTES Y                            0.00       4,606.05           0.00       4,606.05        -13,682.17           0.00           0.00       9,076.12         -4,470.07
2610           Combustibles, lubricantes y aditivos.                  0.00       4,606.05           0.00       4,606.05        -13,682.17           0.00           0.00       9,076.12         -4,470.07


                                                       ESTADO DE AVANCE PRESUPUESTAL DE EGRESOS DEL 1 DE ENERO DE 2016 AL 31 DE DICIEMBRE DE 2016                                                       
                                                                                               JOCOTITLAN                                                                                               
                                      Funcion/SubFuncion/ Programa/Proyecto/Ff: 010301010101041, Relaciones públicas Ingresos de gestión de Organismos municipales                                      
                                                                                                                                                                                             Hoja no.: 6
     PART                      DESCRIPCION                    APROBADO      AMPLIACION      REDUCCION     MODIFICADO      COMPROMETIDO      DEVENGADO       PAGADO        EJERCIDO       POR EJERCER    
2611           Combustibles, lubricantes y aditivos.                  0.00       4,606.05           0.00       4,606.05        -13,682.17           0.00           0.00       9,076.12         -4,470.07
2620           Carbón y sus derivados.                                0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2621           Carbón y sus derivados.                                0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2700           VESTUARIO, BLANCOS, PRENDAS                            0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2710           Vestuario y uniformes.                                 0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2711           Vestuario y uniformes.                                 0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2720           Prendas de seguridad y protección                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
2721           Prendas de seguridad y protección                      0.00           0.00           0.00           0.00              0.00           0.00           0.00           0.00              0.00
